,year,firstname,lastname,alt_name,company,comment,sources,play_performance,keyword
477,1899,,Tacianu,,,"Vaudeville. Female impersonator with a remarkable voice in that he sings both soprano and baritone; Non-named female impersonator at the Orpheum; Tacianu is at the Orpheum and is a female impersonator ""out of the usual.""; a female impersonator whose appearance at the Orpheum three years ago will be remembered. He has a fine soprano and baritone voice, each under perfect control. His dresses are models of elegance and taste; Billed as the ""World's Greatest Female Impersonator"" -- and performing alongside Housini, the ""talk of the town""; later billed as ""Sweet Singer—Female Impersonator""","Robertson, Peter. San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]11 June 1899: 5. 

San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]12 June 1899: 7.

San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]13 June 1899: 5.

San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]18 June 1899: 5.

San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]18 June 1899: 27.

San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]21 June 1899: 10.

San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]25 June 1899: 27.

Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]02 July 1899: 16.

Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]02 July 1899: 28.

Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]03 July 1899: 1.

Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]04 July 1899: 1. 

Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]06 July 1899: 1.

Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]09 July 1899: A1. 

Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]10 July 1899: 1. 

Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]15 July 1899: 1. ",,
478,1899,George,Dobson,,,Famous soprano and female impersonator.,"San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]18 June 1899: 27.

San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]19 June 1899: 5. 

San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]21 June 1899: 10. ",,
479,1899,,,,,can't find but an ad,"The Stage (Archive: 1880-1959); London Iss. 953,  (Jun 22, 1899): 18.",,
480,1899,Richard,Harlow,,,page saved as image; something about 1492,Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]02 July 1899: 24.,1492,
481,1899,,,,,can't find,"Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]09 July 1899: 18. ",,
482,1899,Carl,Ostend,,,,"The Stage (Archive: 1880-1959); London Iss. 958,  (Jul 27, 1899): 6.",,
483,1899,,,,,"Ichikwa Danjuro, ""the Henry Irving of Japan"" is called ""a good dancer and female impersonator""","Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]30 July 1899: C1. ",,
484,1899,Hettie,Peel,,,,"The Stage (Archive: 1880-1959); London Iss. 960,  (Aug 10, 1899): 5-8. ",,
485,1899,Leon,Gale,,,Professional female impersonator,"St. Louis Post - Dispatch (1879-1922); St. Louis, Mo. [St. Louis, Mo]13 Aug 1899: 9. ",,
486,1899,John,Slavin,,,Required to appear as a girl in Alice Nielsen's new opera; it's his first attempt as a female impersonator,"Detroit Free Press (1858-1922); Detroit, Mich. [Detroit, Mich]14 Aug 1899: 4. ",The Singing Girl,
487,1899,Herbert,Crowley,,,,"The Stage (Archive: 1880-1959); London Iss. 962,  (Aug 24, 1899): 7-9. ",,
488,1899,M. G.,Harris,,,"Pride of Voney Island; just arrived in England; Americas hottest baby; genuine coon, cake walking a speciality, hottest coon on record; female impersonator","The Stage (Archive: 1880-1959); London Iss. 963,  (Aug 31, 1899): 15. ",,
489,1899,George W.,Monroe,,,PDFs saved.,"The Washington Post (1877-1922); Washington, D.C. [Washington, D.C]10 Sep 1899: 24.

Dayton Daily News (1898-1922); Dayton, Ohio [Dayton, Ohio]30 Nov 1899: 7.",,
490,1899,Joe,Collins,,,,"The Stage (Archive: 1880-1959); London Iss. 966,  (Sep 21, 1899): 18. ",,
491,1899,Max,Waldron,,,capable female impersonator,"Our Own Correspondent. The Stage (Archive: 1880-1959); London Iss. 969,  (Oct 12, 1899): 2. ",,
492,1899,,Shaw,,,female impersonator who is an actor of no mean ability,Minneapolis Tribune (1886-1909); Minneapolis [Minneapolis]07 Nov 1899: 6.,,
493,1899,,Tacianu,,,,Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]09 Nov 1899: 3.,,
494,1899,C.,Clare,,,,"The Stage (Archive: 1880-1959); London Iss. 973,  (Nov 9, 1899): 5.",,
495,1899,Le_by,Bland,,Mahara's minstrels,phenomenal male sorano and female impersonator,"Austin Daily Statesman (1891-1902); Austin, Tex. [Austin, Tex]12 Nov 1899: 2.",,
496,1899,,Tacianu,,,"said to be the foremost female impersonator on the Continent. Expected that his warrobe, which is said to be elaborate and exquisite, will appeal strongly to the feminine patrons; credited as ""the world's greatest female impersonator""","Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]12 Nov 1899: 30.

Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]12 Nov 1899: 31.

Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]14 Nov 1899: 5.",,
497,1899,Winfred,Goff,,,first appearance here as a female impersonator,"San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]19 Nov 1899: 5. ",Evangeline,
498,1899,Francis,Robinson,,,well known throughout theatrical circles as a female impersonator; threatened to kill Ray Simpson. PDF saved,"Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]25 Nov 1899: 3.",,
499,1899,,,,,Chinese female impersonators. PDF saved. also good description of burlesque / vaudeville,"Archer, William. The Pall mall magazine, May 1893-Sept. 1914; London Vol. 19, Iss. 80,  (Dec 1899): 473-488.",,
500,1899,,Saphrini,,,,"The Stage (Archive: 1880-1959); London Iss. 979,  (Dec 21, 1899): 6.",,
501,1899,Harry,Fisher,,,"Five years ago was a performer on the Bowery; took part in a sketch witten by the editor of the Star of Hope, the prison paper, that was full of prison ""gags"" appeicated hugely by the convict audience. PDF saved","Cincinnati Enquirer (1872-1922); Cincinnati, Ohio [Cincinnati, Ohio]28 Dec 1899: 6.",,
502,1900,Billy,Dodson,,,Los Angeles boy who has gained a reputation as a female impersonator,"Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]22 Jan 1900: I8. ",,
503,1900,,,,,Can't find,"The Stage (Archive: 1880-1959); London Iss. 984,  (Jan 25, 1900): 5-11. ",,
504,1900,,,,,Mr Morris G. Harris. Coon Female impersonator. Disengaged through illness.,"The Stage (Archive: 1880-1959); London Iss. 984,  (Jan 25, 1900): 24.",,
505,1900,Harry,Le Clair,,,"female impersonator who has been doing that kind of work longer than any other individual on the boards, played the part of the old maid and gave some impersonations ","Cincinnati Enquirer (1872-1922); Cincinnati, Ohio [Cincinnati, Ohio]29 Jan 1900: 5.",,
506,1900,,Stuart,,,a fem imp of exceptional distinction; voice is of good range and great flexibility; he wears feminine attire as to the manner born.,"The Stage (Archive: 1880-1959); London Iss. 986,  (Feb 8, 1900): 18.",,
507,1900,,,,,Can't find,"The Stage (Archive: 1880-1959); London Iss. 988,  (Feb 22, 1900): 5-10.",,
508,1900,Quinton Gibson,,,,"This week a change from drama to variety entertainment; foremost in the new company is that clever female impersonator Quinton Gibson, whose capital falsetto singing is calculated to decieve even a close observer","The Stage (Archive: 1880-1959); London Iss. 989,  (Mar 1, 1900): 5-9. ",,clever
509,1900,Andrew Benson,,,,13 year old. PDF saved,"San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]14 Mar 1900: 7. ",,
510,1900,Harry,Le Clair,,,a most entertaining female impersonator; one of the stars in the company,"The Globe (1844-1936); Toronto, Ont. [Toronto, Ont]20 Mar 1900: 12. ",,
511,1900,,Lanzetta,,,decidedly successful fem imp,"The Stage (Archive: 1880-1959); London Iss. 992,  (Mar 22, 1900): 7.",,
512,1900,,,,,wanted: refined gentlemanly Youth; also female impersonator. Amateurs write.,"The Stage (Archive: 1880-1959); London Iss. 995,  (Apr 12, 1900): 21. ",,
513,1900,,Stuart,,,"Misspelled Stewart, the soprano-voiced female impersonator, who is now one of the hits of London, engaged for a week's entertainment, at the Trocadero.","The Atlanta Constitution (1881-1945); Atlanta, Ga. [Atlanta, Ga]22 Apr 1900: 6. ",,
514,1900,Clifford,Ireland,,,Weird. PDF saved.,"San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]22 Apr 1900: 9. ",,
515,1900,Harry,Lehr,,,PDF saved - fascinating!!,"Cincinnati Enquirer (1872-1922); Cincinnati, Ohio [Cincinnati, Ohio]05 May 1900: 11.",,
516,1900,Harry,Le Clair,,,perhaps the best female impersonator on the American stage; eminent protean artist,Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]06 May 1900: 28.,,
517,1900,Charlie,Maggin,,,"comedian and fem imp looking for summer employent; requires a large sum -- cheap shows, don't waste stamps","The Stage (Archive: 1880-1959); London Iss. 999,  (May 10, 1900): 22. ",,
518,1900,Max,Waldron,,,,"Our Own Correspondent. The Stage (Archive: 1880-1959); London Iss. 1,002,  (May 31, 1900): 3.",,
519,1900,,,,,funny story about a barber who is a fem imp in Coney Island in the summer; PDF saved,"Chicago Daily Tribune (1872-1922); Chicago, Ill. [Chicago, Ill]03 June 1900: 54.",,
520,1900,,Waldron [Waldon?],,,B. F Keith produced; a new European female impersonator named Waldon,"New - York Tribune (1900-1910); New York, N.Y. [New York, N.Y]16 Sep 1900: 16.

New York Times (1857-1922); New York, N.Y. [New York, N.Y]16 Sep 1900: 9. 

New York Times (1857-1922); New York, N.Y. [New York, N.Y]16 Sep 1900: 17. ",,
521,1900,,Waldon,,,"The best female impersonator in Europe last season, will make his Philadelphia debut to-morrow afternoon; Keith's; made quite an impression, principally with his gowns, which were really gorgeous; bill ran from noon until 5pm uninterrupted","Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]23 Sep 1900: 28.

Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]25 Sep 1900: 7.

Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]27 Sep 1900: 5.

Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]29 Sep 1900: 9.",,
522,1900,Richard,Harlowe,,,"As a female impersonator, Mr. Harlowe is almost without an equal. He sang several songs, and in response to an encore gave the Isabella song from 1492, in which he scored his greatest success.","The Washington Post (1877-1922); Washington, D.C. [Washington, D.C]02 Oct 1900: 4. ",,
523,1900,Tim,Cronin,,,"Did not appear in drag (or as a female impersonator) but gave some clever burlesque imitations of some of the acts now on the continuous stage in ""A Trip to Vaudeville"". Vauveville people have burlesqued the prominent people of the legitimate stage for a long time, but it remained for Mr. Cronin to reverse the operation, and burlesque them in their turn.","The Washington Post (1877-1922); Washington, D.C. [Washington, D.C]02 Oct 1900: 4. ",,clever
524,1900,Max,Waldon,,,"European female impersonator; It does not seem at the first bush that a fem imp could give anything new and novel but Max Waldon does both. He makes astonishingly quick changes half a dozen times during his act; has a good feminine voice, is a graceful dancer, and his various costumes are really ""stunning.""","Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]06 Oct 1900: 5.

Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]09 Oct 1900: 8.",,
525,1900,,,,,Can't find - but I bet it's max waldon,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]07 Oct 1900: 18.",,
526,1900,Tom,Lisbourne,,,there is a consensus here that as a female impersonator [Tom Lisbourne] stands in the front frank.,"The Stage (Archive: 1880-1959); London Iss. 1,021,  (Oct 11, 1900): 9-10.",A Trip to Chicago,
527,1900,Harold,Starlight,,,Ad: Speciality female impersonator; acrobatic dancer; mandolinist; open fr Panto. Dame or Speciality.,"The Stage (Archive: 1880-1959); London Iss. 1,022,  (Oct 18, 1900): 16. ",,
528,1900,Max,Waldon,,,,"Cincinnati Enquirer (1872-1922); Cincinnati, Ohio [Cincinnati, Ohio]01 Nov 1900: 8. ",,
529,1900,Douglas,Gerald,,,Skipping rope dancer in flames and female impersonator,"The Stage (Archive: 1880-1959); London Iss. 1,026,  (Nov 15, 1900): 4. ",,
530,1900,,Fillmore,,,as a fem imp was not half bad; the way he managed his falsetto voice and a big bouquet of chrysanthemums was killing.,"Cincinnati Enquirer (1872-1922); Cincinnati, Ohio [Cincinnati, Ohio]25 Nov 1900: 20. ",,
531,1900,Fred,Pullan,,,"entertainer and female impersonator; with the assistance of a clever party, gave his annual concert to a large and intelligent audience, who very enthusiastically received Mr. Pullan's efforts to amuse; pleasent to note his distinct advance in the profession he has chosen.","The Stage (Archive: 1880-1959); London Iss. 1,028,  (Nov 29, 1900): 5-9. ",,clever
532,1900,,,,,Ad,"The Stage (Archive: 1880-1959); London Iss. 1,028,  (Nov 29, 1900): 24. ",,
533,1900,Herbert,Crowley,,,,"The Stage (Archive: 1880-1959); London Iss. 1,030,  (Dec 13, 1900): 6.",,
534,1900,Harry,Le Clair,,,the well known female impersonator,"The Hartford Courant (1887-1922); Hartford, Conn. [Hartford, Conn]17 Dec 1900: 5.",,
535,1900,Quinton,Gibson,,,,"The Stage (Archive: 1880-1959); London Iss. 1,031,  (Dec 20, 1900): 5.",,
536,1900s,Bothwell,Browne,,,"/Walter Bothwell Bruhn/ Born in Copenhagen, Denmark, March 7, 1877, dead Dec 12, 1947. Started with Cohan's and Harris' Minstrels. Trained dancer. ""The average 
audience enjoyed or at least tolerated female impersonation when the character was either demure and inoffensive or grotesque and funny. Bothwell Browne’s sinuous dances were viewed by some as too seductive and unsettling."" + ""His gowns attracted a lot of attention, and he hired actors and chorus dancers for his flash acts. At one point, he and male impersonator Kathleen Clifford did an act together in vaudeville."" (Vaudeville Old & New: An Encyclopedia of Variety Performers in America, 150.)","Vaudeville Old & New: An Encyclopedia of Variety Performers in America, 150",,
537,1901,[Joseph?],Henelle [Hennella?],,The Chutes?,female impersonator and dancer,"San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]01 Jan 1901: 2.",,
538,1901,Arthur,Ashton,,,has joined hands with his cousin Mattis Ashton. They will open on the Southern circuit Jan 28 for twelve weeks. PDF saved (good example of vaudeville circuits),"The National Police Gazette (1845-1906); New York Vol. 78, Iss. 1220,  (Jan 5, 1901): 2.",,
539,1901,Richard,Harlowe,,,"in a vaudeville act; unapproachable as a female impersonator, back again with his representation of the Queen of SPain","Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]17 Jan 1901: 14.

Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]20 Jan 1901: 25.

Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]22 Jan 1901: 14.",,
540,1901,,,,,can't find PDF saved,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]27 Jan 1901: 18. ",,
541,1901,,,,,can't find. PDF saved [prob Max Waldron at Proctor's 125th St?],"New York Times (1857-1922); New York, N.Y. [New York, N.Y]27 Jan 1901: 22.",,
542,1901,Percy,Meye,,,,"Our Own Correspondent. The Stage (Archive: 1880-1959); London Iss. 1,038,  (Feb 7, 1901): 3.",,
543,1901,Max,Waldron,,,,"Vogue; New York Vol. 17, Iss. 6,  (Feb 7, 1901): viii.",,
544,1901,,,,,can't find,"The Stage (Archive: 1880-1959); London Iss. 1,039,  (Feb 14, 1901): 5-10. ",,
545,1901,,,,,Strange. PDF downloaded,"AMERICAN HEBREWLOUIS LIPSKY. The American Hebrew (1879-1902); New York, NY [New York, NY]15 Feb 1901: 397.",,
546,1901,Harry,Le Strange,,,,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]19 Feb 1901: 8. ",,
547,1901,Lydia,Dreams,,,That really true-to-life female impersonator,"The Stage (Archive: 1880-1959); London Iss. 1,010,  (Feb 21, 1901): 17.",,
548,1901,,,,,Can't find. PDF saved,"The Washington Post (1877-1922); Washington, D.C. [Washington, D.C]10 Mar 1901: 26.",,
549,1901,Max,Waldon,,,Sometimes spelled Waldron,"New York Times (1857-1922); New York, N.Y. [New York, N.Y]17 Mar 1901: 18. 

New York Times (1857-1922); New York, N.Y. [New York, N.Y]19 Mar 1901: 8.",,
550,1901,,,,,Can't find,"The Stage (Archive: 1880-1959); London Iss. 1,044,  (Mar 21, 1901): 5-10. ",,
551,1901,,,,,Can't find. PDF saved,"New - York Tribune (1900-1910); New York, N.Y. [New York, N.Y]24 Mar 1901: A10.",,
552,1901,,,,,Can't find. PDF saved,"New York Times (1857-1922); New York, N.Y. [New York, N.Y]24 Mar 1901: 24.",,
553,1901,Tom,Lisbourne,,,first-rate female impersonator; his portrayal of Mrs. Murphy was immensely funny.,"The Stage (Archive: 1880-1959); London Iss. 1,045,  (Mar 28, 1901): 5-8.

The Stage (Archive: 1880-1959); London Iss. 1,046,  (Apr 4, 1901): 4.",A Trip to Chicago,
554,1901,Herbert,Crowley,,,,"The Stage (Archive: 1880-1959); London Iss. 1,045,  (Mar 28, 1901): 17. ",,
555,1901,Max,Waldon,,,Wonderful female impersonator,"Vogue; New York Vol. 17, Iss. 13,  (Mar 28, 1901): vii. 

The American Hebrew (1879-1902); New York, NY [New York, NY]29 Mar 1901: 585. ",,
556,1901,Leo,Dietrichstein,,,,"Noble, M A. The Billboard (Archive: 1894-1960); Cincinnati Vol. 13, Iss. 61,  (Apr 20, 1901): 9. ",Florodora,
557,1901,,,,,Can't find. PDFs downloaded,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]21 Apr 1901: 18.

Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]23 Apr 1901: 8.",,
558,1901,Harry,Le Clair,,Broadway Burlesquers,"Performance of burlesque and speciality acts; along the hackneyed lines of most burlesque companies, though tere are a good many features to the show really amusing; a female impersonator, who is no stranger here, had an amusing act; his turn is well dressed; one of the two burlsques was a burlesque on ""Woman and Wine,"" quite up to the standard this season; very funny feature of the burlesque was a duel between Miss Wedd and Mr. Le Clair, the latter giving a burlesque queen capitality.","The Washington Post (1877-1922); Washington, D.C. [Washington, D.C]30 Apr 1901: 10.",,
559,1901,,,,,Can't find but an ad.,"The Stage (Archive: 1880-1959); London Iss. 1,051,  (May 9, 1901): 21. ",,
560,1901,,,,,"Songs to dispose of, special one of ""ta-ra-ra-boom-de-ay"" type, which if well rendered is sure to bring fame to the singer, who must be a female or female impersonator","The Stage (Archive: 1880-1959); London Iss. 1,052,  (May 16, 1901): 18.",,
561,1901,J. D.,Eltinge,,,Huge article. PDF saved,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]19 May 1901: 40. ",,
562,1901,Max,Waldon,,,"the European fem imp; complete change of company, Waldon and one other peformer were the only ones who stayed at Koster & Bial","New York Times (1857-1922); New York, N.Y. [New York, N.Y]19 May 1901: 17. 

New - York Tribune (1900-1910); New York, N.Y. [New York, N.Y]21 May 1901: 3.

New York Times (1857-1922); New York, N.Y. [New York, N.Y]21 May 1901: 6.",,
563,1901,,,,,Hard to read [ ORDER ILL ],"L T. Cincinnati Enquirer (1872-1922); Cincinnati, Ohio [Cincinnati, Ohio]02 June 1901: B3. ",,
564,1901,,,,,Can't find. PDF downloaded,"New York Times (1857-1922); New York, N.Y. [New York, N.Y]23 June 1901: SM21. ",,
565,1901,Percy,Maye,,,merits well the place of honour on the bill,"The Stage (Archive: 1880-1959); London Iss. 1,058,  (Jun 27, 1901): 5-7.",,
566,1901,,Richards,,,"Billed as ""The Great Richards,"" female impersonator and toe dancer","Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]30 June 1901: 19. ",,
567,1901,Arthur,Ashton,,,"has joined hands with Ben Shepard. They play the Ohio circuit of parks, beginning in July, for eight weeks","Cincinnati Enquirer (1872-1922); Cincinnati, Ohio [Cincinnati, Ohio]30 June 1901: 7.",,
568,1901,Percy,Maye,,,,"The Stage (Archive: 1880-1959); London Iss. 1,061,  (Jul 18, 1901): 6.",,
569,1901,,Saphrini,,,in a duet with MOntrose,"The Stage (Archive: 1880-1959); London Iss. 1,062,  (Jul 25, 1901): 5.",,
570,1901,,Berry,,,does a turn at Jake Pittner's rag-time join,"Cincinnati Enquirer (1872-1922); Cincinnati, Ohio [Cincinnati, Ohio]09 Aug 1901: 12.",,
571,1901,Harry,Le Clair,,,,Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]13 Aug 1901: 14.,,
572,1901,,,,,Can't find. PDF downloaded,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]29 Sep 1901: 24. ",,
573,1901,Quinton,Gibson,,,performs in London,"The Billboard (Archive: 1894-1960); Cincinnati Vol. 13, Iss. 40,  (Oct 5, 1901): 8. ",,
574,1901,,,,,Can't find. PDF downloaded,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]13 Oct 1901: 29. ",,
575,1901,,Stuart,,,"Nearly every one yesterday was deceived by Start, ""the male Patti."" This young man with a girl's soprano voice, who wears feminine garb, and costly garb at that, as if reared in it, and does everything artistically, made a hit in his female impersonator","Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]15 Oct 1901: 8.",,
576,1901,Armand,Melnot,,,,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]15 Oct 1901: 8. ",,
577,1901,Eugene,Mack,,,the funny female impersonator,"The Billboard (Archive: 1894-1960); Cincinnati Vol. 13, Iss. 44,  (Nov 2, 1901): 11.",,
578,1901,,Stuart,,,"the acknowledge vaudeville sensation of the season is Stuart, ""The Male Patti."" This remarkable artistic female impersonator will be seen in next week for the first time in this city.",Pittsburgh Commercial Gazette (1877-1902); Pittsburgh [Pittsburgh]02 Nov 1901: 14.,,
579,1901,Carl,Ostera,,,was good as a female impersonator,"The Stage (Archive: 1880-1959); London Iss. 1,082,  (Dec 12, 1901): 8.",,
580,1901,,,,,Can't find. PDF downloaded,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]15 Dec 1901: 29. ",,
581,1901,,Geoffrey,,,,"The Globe (1844-1936); Toronto, Ont. [Toronto, Ont]16 Dec 1901: 12.",,
582,1901,Tom,Foy,,,keeps the extravagance of the female impersonator of pantomime or music hall in very fair check.,"The Scotsman (1860-1920); Edinburgh, Scotland [Edinburgh, Scotland]16 Dec 1901: 7.",Peter Wilkins (panto),
583,1901,,Rosslyn,,,"the early of Rosslyn has had a varied career in England: actor, ballet dancer, female impersonator, soldier, war correspondent, lecturer, author... etc.",Minneapolis Tribune (1886-1909); Minneapolis [Minneapolis]29 Dec 1901: 9.,,
584,1902,,,,,interesting sketch (pdf downloaded),"Puck (1877-1918); New York Vol. 50, Iss. 1399,  (Jan 22, 1902): 4. ",,
585,1902,,,,,can't find. PDF downloaded,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]02 Feb 1902: 29. ",,
586,1902,Julian,Eltinge,,,"known to Boston, New-York and Newport society as a female impersonator of talent and stunning costumes","Special. New - York Tribune (1900-1910); New York, N.Y. [New York, N.Y]02 Feb 1902: A2.",,
587,1902,Walter E.,Paine,,,"counter-tenor and female impersonator; made quite a hit in his waltz song, a la Patti, in costume; subsequently joined Mr. Eccles in an amusing sketch, entitled ""A Case of Mistaken Identity."" Encores were the order of the evening.",,,
588,1902,E. Ellington,Dallis,,,"the great female impersonator of the dramatic club of the university in Athens, GA","The Atlanta Constitution (1881-1945); Atlanta, Ga. [Atlanta, Ga]10 Feb 1902: 8. ",,
589,1902,Charles,Frohman,,,PDF downloaded,,,
590,1902,,,,,"At the costumers. Unnamed local female impersonator trying on a made-to-order dress; whitest of white shoulders peeped out from chiffon ruffles; the bodies laced in a daintly slender waist, but, horrors, the inconsistency of the voice. Not a baritone exatly, but a voice almost so deep, was saying, ""See that wrinkle?"" Snip, snip, the scissors ripped the pieces, and a stitch smoothed the fault. ""Put a bit of padding here, and I want a stitch around the ruffle, and put a dart in the skirt where that wrinkle is.""","HARRIET. San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]13 Apr 1902: 11.",,
591,1902,Hedly,Gillis,,,very good as the female impersonator; illustration (pdf downloaded),"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]01 May 1902: 5.",,
592,1902,,,,,Unnamed female impersonator,"New York Times (1857-1922); New York, N.Y. [New York, N.Y]09 May 1902: 8.",,
593,1902,,,,,can't find. PDF downloaded,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]18 May 1902: 33.",,
594,1902,,Richards,,,"the female impersonator, a clever dancer; his imitation of the typical acrobatic dances of the ""sister acts"" being a faithful portrait.","Cincinnati Enquirer (1872-1922); Cincinnati, Ohio [Cincinnati, Ohio]19 May 1902: 6.",,clever
595,1902,Harry,Le Clair,,,character actor and female impersonator,"New York Times (1857-1922); New York, N.Y. [New York, N.Y]25 May 1902: 17.",,
596,1902,,,,,"Person speaks of being ""taken for a female impersonator""","Detroit Free Press (1858-1922); Detroit, Mich. [Detroit, Mich]26 May 1902: 5. ",,
597,1902,,Leon,,,Feature on Leon. PDF saved,"Chicago Daily Tribune (1872-1922); Chicago, Ill. [Chicago, Ill]22 June 1902: 51. ",,
598,1902,James Erskine,,,,The Earl of Rosslyn will act in this country next season under the name of James Erskine.,"Detroit Free Press (1858-1922); Detroit, Mich. [Detroit, Mich]22 June 1902: A4.",,
599,1902,Rosaire,Speagh,,,"Master Rosaire Speagh, talented young actor, singer, dancer, and female impersonator; considered by critics to be the most clever artist upon the American stage. PDF saved",,,clever
600,1902,,Shaw,,Wilbur Opera Company,"Billed as ""the great Shaw,"" a female impersonator, who for seven years, has held sway with the Wilbur Opera Company; Billed as ""Female Impersonator of Operatic Repute""","Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]26 July 1902: 2.

Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]27 July 1902: 25",,
601,1902,,,,,can't find. PDF downloaded,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]31 Aug 1902: 22. ",,
602,1902,,,,,not sure but an ad,"Chicago Daily Tribune (1872-1922); Chicago, Ill. [Chicago, Ill]03 Sep 1902: 10. ",,
603,1902,,,,,can't find. PDF downloaded,"Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]14 Sep 1902: C2.",,
604,1902,,Stuart,,,female impersonator who may be classed as a novelty; aside from a falsetto voice his bid for fame depends on several stunning gowns and a miscellaneous assortment of jewelry sufficient in quantity to stock a store,"Detroit Free Press (1858-1922); Detroit, Mich. [Detroit, Mich]16 Sep 1902: 5. ",,
605,1902,,,,,can't find. PDF downloaded,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]21 Sep 1902: 33.",,
606,1902,H. D.,Gardner,,,"First show where I have seen TWO fem imp in one show; clever female impersonator, who sang a little French dialect song with all the grae and airiness of a fair Parisienne","Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]16 Oct 1902: 4.",,clever
607,1902,J. D.,Eltinge,,,"First show where I have seen TWO fem imp in one show; fame as a female impersonator had preceded him, but one must see him to believe and still to see him is to doubt. Until he came out in feminine apparel to make an announcement a considerable portion of the audience positively refused to believe he was a man.","Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]16 Oct 1902: 4.",,
608,1902,,Lind,,,PDF downloaded,"The Tatler and Bystander; London Vol. 6, Iss. 71,  (Nov 5, 1902): 230.",,
